"Name","Team","PA","wOBA","wRC+","EV","maxEV","HardHit","HardHit%","GB%","LD%","FB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","O-Contact% (pfx)","Z-Contact% (pfx)","playerid"
"Eddie Perez","- - -","1651",".299","76","","","","","46.2%","20.8%","33.0%","45.6%","28.3%","26.1%","14.9%","60.1%","24.9%","","","400"
"Greg Dobbs","- - -","2272",".299","81","","","0","","38.3%","22.3%","39.4%","36.6%","34.9%","28.5%","18.7%","57.6%","23.7%","70.8%","88.4%","2158"
"Pinch Thomas","- - -","1198",".299","84","","","","","","","","","","","","","","","","1012989"
"Bob Schmidt","- - -","1426",".299","81","","","","","","","","","","","","","","","","1011576"
"Admiral Schlei","- - -","2169",".299","85","","","","","","","","","","","","","","","","1011566"
"Bobby Crosby","- - -","2846",".299","80","","","0","","47.7%","17.2%","35.1%","44.9%","31.7%","23.3%","17.2%","54.8%","28.0%","62.4%","86.2%","1818"
"Billy Bryan","- - -","1070",".299","88","","","","","","","","","","","","","","","","1001602"
"Miguel Cairo","- - -","4392",".299","77","","","0","","44.5%","19.8%","35.7%","39.6%","31.8%","28.7%","19.1%","60.0%","20.9%","71.5%","92.8%","1412"
"Tony Mullane","- - -","2970",".299","91","","","","","","","","","","","","","","","","1009291"
"Rollie Zeider","- - -","3688",".299","83","","","","","","","","","","","","","","","","1014428"
"Raul Casanova","- - -","1201",".299","74","","","0","","53.6%","14.8%","31.7%","42.6%","36.6%","20.8%","17.5%","54.1%","28.4%","65.8%","82.6%","680"
"Clyde Beck","- - -","1758",".299","66","","","","","","","","","","","","","","","","1000739"
"Ron Karkovice","White Sox","2948",".299","81","","","","","","","","","","","","","","","","1006700"
"Daniel Descalso","- - -","2893",".299","82","87.9","107.4","305","31.8%","42.8%","20.4%","36.7%","43.4%","33.4%","23.2%","18.4%","51.8%","29.8%","56.3%","86.9%","8392"
"Tony Womack","- - -","5389",".299","73","","","","","50.2%","21.1%","28.8%","34.3%","28.4%","37.3%","21.4%","63.2%","15.4%","","","78"
"Rod Gilbreath","Braves","1640",".299","75","","","","","","","","","","","","","","","","1004700"
"Bill Coughlin","- - -","4232",".299","86","","","","","","","","","","","","","","","","1002668"
"Ed Spiezio","- - -","1716",".299","87","","","","","","","","","","","","","","","","1012340"
"U L Washington","- - -","3124",".299","83","","","","","","","","","","","","","","","","1013659"
"Dioner Navarro","- - -","3551",".299","83","85.8","107.3","93","24.2%","40.3%","21.6%","38.1%","43.3%","32.8%","23.9%","18.4%","56.6%","25.0%","68.3%","91.4%","3179"
"Chris Burke","- - -","1443",".299","76","","","0","","37.8%","19.0%","43.2%","43.9%","33.3%","22.7%","18.7%","59.3%","22.1%","60.5%","88.5%","2164"
"Bert Niehoff","- - -","2247",".299","83","","","","","","","","","","","","","","","","1009581"
"Larry Kopf","- - -","3382",".299","80","","","","","","","","","","","","","","","","1007105"
"Lenny Harris","- - -","4289",".299","81","","","","","52.4%","23.5%","24.1%","46.6%","26.2%","27.3%","22.7%","59.5%","17.8%","","","1394"
"Neal Finn","- - -","1152",".299","68","","","","","","","","","","","","","","","","1004060"
"Wilton Guerrero","- - -","1797",".299","75","","","","","56.6%","17.2%","26.2%","31.5%","36.3%","32.2%","28.1%","63.0%","8.9%","","","1378"
"Marc Newfield","- - -","1051",".299","75","","","","","","","","","","","","","","","","1009533"
"Bob Tillman","- - -","2585",".299","82","","","","","","","","","","","","","","","","1013066"
"Brad Ausmus","- - -","7102",".299","76","","","0","","50.1%","20.6%","29.3%","32.7%","34.2%","33.0%","17.5%","63.3%","19.1%","64.4%","88.3%","546"
"Luis Salazar","- - -","4375",".299","86","","","","","","","","","","","","","","","","1011378"
"Hal Jeffcoat","- - -","2131",".299","70","","","","","","","","","","","","","","","","1006377"
"Mike Heath","- - -","4586",".298","86","","","","","","","","","","","","","","","","1005564"
"Jose Lopez","- - -","4089",".298","82","","","0","","44.0%","18.7%","37.2%","49.8%","29.4%","20.8%","17.3%","58.3%","24.4%","79.2%","90.8%","3114"
"Bert Campaneris","- - -","9625",".298","90","","","","","","","","","","","","","","","","1001868"
"Ecky Stearns","- - -","2210",".298","98","","","","","","","","","","","","","","","","1012445"
"Brian Johnson","- - -","1539",".298","77","","","","","","","","","","","","","","","","1006432"
"Mike Gallego","- - -","3379",".298","84","","","","","","","","","","","","","","","","1004458"
"Hector Cruz","- - -","1806",".298","82","","","","","","","","","","","","","","","","1002839"
"Billy Alvord","- - -","1114",".298","78","","","","","","","","","","","","","","","","1000202"
"Corey Patterson","- - -","4499",".298","77","","","0","","44.0%","18.7%","37.3%","50.0%","28.8%","21.2%","19.6%","54.8%","25.6%","61.9%","86.7%","300"
"Earle Gardner","Highlanders","1037",".298","76","","","","","","","","","","","","","","","","1004522"
"Bryan Little","- - -","1072",".298","85","","","","","","","","","","","","","","","","1007658"
"George Gibson","- - -","4190",".298","84","","","","","","","","","","","","","","","","1004668"
"Arnold Hauser","- - -","1675",".298","73","","","","","","","","","","","","","","","","1005501"
"Eddie Ainsmith","- - -","3422",".298","75","","","","","","","","","","","","","","","","1000092"
"Clete Boyer","- - -","6365",".298","86","","","","","","","","","","","","","","","","1001282"
"Derrel Thomas","- - -","5268",".298","85","","","","","","","","","","","","","","","","1012971"
"Jim Wohlford","- - -","3371",".298","84","","","","","","","","","","","","","","","","1014179"
"Kevin Elster","- - -","3225",".298","81","","","","","","","","","","","","","","","","1003758"
"Luis Rivas","- - -","2290",".298","77","","","0","","51.4%","19.1%","29.5%","42.6%","29.1%","28.2%","16.7%","62.9%","20.4%","77.3%","93.5%","753"
"Bob Boone","- - -","8148",".298","82","","","","","","","","","","","","","","","","1001183"
"Cedric Durst","- - -","1219",".298","64","","","","","","","","","","","","","","","","1003598"
"Tommy Corcoran","- - -","9368",".298","73","","","","","","","","","","","","","","","","1002622"
"Dick Cole","- - -","1380",".298","68","","","","","","","","","","","","","","","","1002414"
"Don Wert","- - -","4346",".298","87","","","","","","","","","","","","","","","","1013790"
"Neal Ball","- - -","1772",".298","81","","","","","","","","","","","","","","","","1000497"
"Bob Borkowski","- - -","1260",".298","68","","","","","","","","","","","","","","","","1001204"
"Kurt Stillwell","- - -","3478",".298","82","","","","","","","","","","","","","","","","1012536"
"Andy Kosco","- - -","2102",".298","92","","","","","","","","","","","","","","","","1007115"
"Manuel Margot","- - -","1685",".298","85","87.7","112.9","416","33.4%","43.0%","20.4%","36.6%","38.7%","36.6%","24.7%","21.5%","46.0%","32.6%","60.5%","86.6%","14712"
"Connie Mack","- - -","2931",".298","78","","","","","","","","","","","","","","","","1007914"
"Joe Birmingham","Naps","2860",".298","83","","","","","","","","","","","","","","","","1000983"
"Charlie Comiskey","- - -","6035",".298","84","","","","","","","","","","","","","","","","1002484"
"Tito Landrum","- - -","1107",".298","85","","","","","","","","","","","","","","","","1007305"
"Joe Koppe","- - -","1857",".297","80","","","","","","","","","","","","","","","","1007108"
"Zack Taylor","- - -","3101",".297","67","","","","","","","","","","","","","","","","1012896"
"Andy Fox","- - -","2194",".297","74","","","","","47.0%","24.3%","28.7%","38.3%","30.8%","31.0%","20.6%","65.4%","14.0%","","","1379"
"Vance Wilson","- - -","1054",".297","78","","","","","42.9%","19.6%","37.5%","37.5%","28.9%","33.6%","12.3%","66.7%","21.0%","","","903"
"Rudy Hulswitt","- - -","2426",".297","87","","","","","","","","","","","","","","","","1006177"
"Frank Isbell","- - -","4652",".297","92","","","","","","","","","","","","","","","","1006283"
"Jim Devlin","- - -","1202",".297","101","","","","","","","","","","","","","","","","1003249"
"Rich Dauer","Orioles","4218",".297","85","","","","","","","","","","","","","","","","1003006"
"Bob Dernier","- - -","2757",".297","80","","","","","","","","","","","","","","","","1003220"
"Keon Broxton","- - -","1026",".297","81","88.6","114.9","190","36.9%","46.9%","20.6%","32.5%","37.3%","36.9%","25.8%","16.7%","47.0%","36.3%","36.9%","69.2%","9253"
"Don Heffner","- - -","2846",".297","63","","","","","","","","","","","","","","","","1005579"
"Dee Gordon","- - -","4103",".297","88","83.1","106.9","323","14.2%","57.1%","21.6%","21.3%","30.9%","36.3%","32.8%","23.2%","59.6%","17.2%","74.5%","91.8%","8203"
"Tim Flannery","Padres","2838",".297","87","","","","","","","","","","","","","","","","1004138"
"Hal Naragon","- - -","1088",".297","77","","","","","","","","","","","","","","","","1009449"
"Desi Relaford","- - -","3347",".297","73","","","0","","41.9%","22.0%","36.1%","45.6%","28.3%","26.2%","15.5%","65.4%","19.1%","80.0%","75.0%","1096"
"Archi Cianfrocco","- - -","1397",".297","80","","","","","","","","","","","","","","","","1002231"
"Pop Dillon","- - -","1283",".297","82","","","","","","","","","","","","","","","","1003307"
"Craig Shipley","- - -","1433",".297","79","","","","","","","","","","","","","","","","1011906"
"Aaron Miles","- - -","3064",".297","75","","","0","","53.3%","19.9%","26.8%","34.8%","34.0%","31.2%","18.6%","64.7%","16.7%","78.7%","94.9%","1844"
"Dave Chalk","- - -","3330",".297","87","","","","","","","","","","","","","","","","1002114"
"Tom Brookens","- - -","4258",".297","82","","","","","","","","","","","","","","","","1001476"
"Bill Friel","Brewers","1088",".297","81","","","","","","","","","","","","","","","","1004353"
"Urban Shocker","- - -","1046",".297","63","","","","","","","","","","","","","","","","1011918"
"Steve Mesner","- - -","1742",".297","76","","","","","","","","","","","","","","","","1008798"
"Rod Barajas","- - -","3784",".297","76","","","0","","28.0%","17.8%","54.2%","44.3%","31.1%","24.5%","21.3%","52.5%","26.1%","65.6%","87.5%","45"
"Bones Ely","- - -","5563",".297","70","","","","","","","","","","","","","","","","1003761"
"Eric Owens","- - -","2577",".297","77","","","","","56.2%","20.8%","23.0%","31.6%","32.3%","36.1%","22.0%","63.6%","14.4%","","","534"
"Zip Collins","- - -","1008",".297","84","","","","","","","","","","","","","","","","1002468"
"Merv Shea","- - -","1400",".297","63","","","","","","","","","","","","","","","","1011833"
"Jordan Pacheco","- - -","1149",".297","70","81.8","102.1","16","17.6%","44.9%","26.1%","29.0%","37.8%","37.3%","24.9%","17.1%","58.8%","24.1%","71.8%","90.8%","2677"
"Johnny Mitchell","- - -","1338",".297","65","","","","","","","","","","","","","","","","1009002"
"Ira Thomas","- - -","1485",".297","84","","","","","","","","","","","","","","","","1012981"
"Joe Girardi","- - -","4535",".297","71","","","","","58.7%","15.6%","25.7%","32.6%","33.0%","34.4%","17.0%","67.4%","15.6%","","","280"
"Howie Schultz","- - -","1698",".297","72","","","","","","","","","","","","","","","","1011634"
"Tony Kubek","Yankees","4494",".297","85","","","","","","","","","","","","","","","","1007188"
"Billy Moran","- - -","2284",".297","84","","","","","","","","","","","","","","","","1009144"
"Charlie Deal","- - -","3249",".297","77","","","","","","","","","","","","","","","","1003100"
"Tito Fuentes","- - -","6073",".297","83","","","","","","","","","","","","","","","","1004385"
"Joe Hoover","Tigers","1384",".297","72","","","","","","","","","","","","","","","","1006009"
"Miguel Dilone","- - -","2182",".297","82","","","","","","","","","","","","","","","","1003309"
"Miguel Olivo","- - -","3993",".297","78","","","0","","42.7%","17.8%","39.6%","46.6%","31.1%","22.2%","20.6%","51.2%","28.2%","49.0%","76.5%","1638"
"Gene Alley","Pirates","4332",".296","87","","","","","","","","","","","","","","","","1000160"
"Adalberto Mondesi","Royals","1176",".296","82","89.4","111.0","269","34.8%","45.4%","18.3%","36.3%","45.1%","33.5%","21.4%","17.5%","44.9%","37.6%","37.7%","77.6%","13769"
"Ed Andrews","- - -","3436",".296","88","","","","","","","","","","","","","","","","1000248"
"Billy Sunday","- - -","2155",".296","91","","","","","","","","","","","","","","","","1012723"
"Ken Boswell","- - -","2816",".296","86","","","","","","","","","","","","","","","","1001223"
"Dustin Ackley","- - -","2347",".296","90","89.7","109.6","98","38.7%","45.4%","19.5%","35.1%","37.5%","35.7%","26.8%","16.4%","54.0%","29.6%","70.1%","90.8%","10099"
"Darren Lewis","- - -","4654",".296","76","","","","","43.8%","21.9%","34.4%","37.1%","30.0%","32.9%","21.4%","57.1%","21.4%","","","286"
"Jemile Weeks","- - -","1068",".296","86","85.8","101.4","14","30.4%","44.8%","21.3%","33.9%","28.0%","41.4%","30.6%","18.2%","63.1%","18.7%","73.8%","92.8%","2498"
"Burgess Whitehead","- - -","3562",".296","71","","","","","","","","","","","","","","","","1013856"
"Glenn Borgmann","- - -","1526",".296","81","","","","","","","","","","","","","","","","1001201"
"Nig Cuppy","- - -","1065",".296","64","","","","","","","","","","","","","","","","1002884"
"Pat Meares","- - -","3560",".296","70","","","","","","","","","","","","","","","","1008712"
"Ken Berry","- - -","4545",".296","91","","","","","","","","","","","","","","","","1000908"
"Jim Hegan","- - -","5318",".296","74","","","","","","","","","","","","","","","","1005582"
"Jim Holt","- - -","1735",".296","81","","","","","","","","","","","","","","","","1005985"
"Herb Plews","- - -","1107",".296","77","","","","","","","","","","","","","","","","1010395"
"Jerry Royster","- - -","4732",".296","77","","","","","","","","","","","","","","","","1011270"
"Ted Sizemore","- - -","5648",".296","81","","","","","","","","","","","","","","","","1012027"
"Jack Hannahan","- - -","1877",".296","82","","","0","","42.4%","19.8%","37.8%","34.7%","37.0%","28.2%","17.9%","56.5%","25.6%","53.8%","86.4%","3692"
"Jose Vizcaino","- - -","5918",".296","76","","","","","47.2%","22.5%","30.3%","39.5%","28.9%","31.7%","16.8%","64.6%","18.6%","","","577"
"Luis Aparicio","- - -","11230",".296","83","","","","","","","","","","","","","","","","1000278"
"Frank House","- - -","2187",".296","75","","","","","","","","","","","","","","","","1006059"
"Eric Munson","- - -","1186",".296","78","","","0","","39.4%","17.1%","43.5%","49.4%","26.9%","23.6%","15.3%","59.3%","25.4%","75.0%","89.3%","481"
"Brian Hunter","- - -","3659",".296","73","","","","","50.2%","20.1%","29.7%","44.4%","30.9%","24.7%","18.5%","63.4%","18.1%","","","562"
"Angel Berroa","- - -","2807",".296","73","","","0","","48.2%","20.7%","31.0%","44.6%","30.0%","25.4%","19.0%","61.0%","20.0%","68.2%","88.9%","591"
"Ivan DeJesus","- - -","5193",".296","76","","","","","","","","","","","","","","","","1003150"
"Delino DeShields","- - -","2056",".296","76","85.3","108.6","295","21.6%","47.4%","20.3%","32.3%","35.6%","35.6%","28.8%","19.0%","56.1%","24.9%","52.6%","85.7%","11379"
"Alex Gonzalez","- - -","6248",".296","76","","","0","","35.4%","19.4%","45.2%","46.1%","31.6%","22.3%","20.5%","55.2%","24.3%","64.0%","89.5%","520"
"Deivi Cruz","- - -","4375",".296","75","","","","","47.9%","20.1%","31.9%","44.8%","27.9%","27.3%","14.5%","63.8%","21.6%","","","1025"
"Emil Verban","- - -","3110",".296","70","","","","","","","","","","","","","","","","1013406"
"Alan Wiggins","- - -","2553",".296","84","","","","","","","","","","","","","","","","1013931"
"George Mitterwald","- - -","2919",".296","77","","","","","","","","","","","","","","","","1009012"
"Broderick Perkins","- - -","1365",".295","87","","","","","","","","","","","","","","","","1010190"
"Russ Nixon","- - -","2714",".295","79","","","","","","","","","","","","","","","","1009609"
"Fred Smith","- - -","1607",".295","75","","","","","","","","","","","","","","","","1012141"
"Charlie O'Brien","- - -","2560",".295","76","","","","","","","","","","","","","","","","1009685"
"Bobby Valentine","- - -","1909",".295","87","","","","","","","","","","","","","","","","1013324"
"Bill Sharp","- - -","1220",".295","82","","","","","","","","","","","","","","","","1011807"
"John Warner","- - -","3824",".295","78","","","","","","","","","","","","","","","","1013636"
"Jose Peraza","- - -","2005",".295","78","84.6","109.4","373","22.8%","40.0%","23.5%","36.4%","33.6%","37.8%","28.6%","21.3%","52.0%","26.6%","70.9%","93.1%","13593"
"Doc Farrell","- - -","1979",".295","67","","","","","","","","","","","","","","","","1003941"
"Endy Chavez","- - -","3436",".295","76","","","0","","54.0%","19.6%","26.4%","31.7%","36.3%","32.1%","21.2%","59.7%","19.1%","74.9%","91.4%","768"
"Garry Templeton","- - -","8208",".295","83","","","","","","","","","","","","","","","","1012909"
"Jesus Alou","- - -","4577",".295","86","","","","","","","","","","","","","","","","1000178"
"Germany Smith","- - -","6995",".295","77","","","","","","","","","","","","","","","","1012143"
"Dick Culler","- - -","1727",".295","71","","","","","","","","","","","","","","","","1002858"
"Sam Bowens","- - -","1418",".295","89","","","","","","","","","","","","","","","","1001249"
"Gordon Beckham","- - -","3782",".295","80","86.3","109.4","169","29.4%","41.4%","18.5%","40.1%","38.9%","34.7%","26.4%","20.0%","52.2%","27.8%","63.5%","87.3%","9015"
"Dick Green","Athletics","4462",".295","87","","","","","","","","","","","","","","","","1004991"
"Ben Davis","- - -","1698",".295","78","","","","","41.8%","23.2%","35.0%","40.4%","26.2%","33.4%","15.3%","59.9%","24.9%","","","1074"
"Ed Stroud","- - -","1500",".295","88","","","","","","","","","","","","","","","","1012631"
"Jolbert Cabrera","- - -","1531",".295","76","","","0","","41.4%","23.5%","35.1%","42.4%","28.2%","29.4%","17.2%","59.9%","23.0%","49.4%","83.3%","373"
"Wayne Kirby","- - -","1325",".295","76","","","","","","","","","","","","","","","","1006964"
"Chuck Carr","- - -","1914",".295","75","","","","","","","","","","","","","","","","1001986"
"Pat Carney","Beaneaters","1368",".295","83","","","","","","","","","","","","","","","","1001975"
"Al Spohrer","- - -","2383",".295","69","","","","","","","","","","","","","","","","1012348"
"Craig Paquette","- - -","2766",".295","73","","","","","47.8%","18.7%","33.5%","40.1%","31.5%","28.4%","17.7%","61.0%","21.2%","","","484"
"Roger Bernadina","- - -","1480",".295","81","","","0","","49.4%","17.5%","33.1%","40.2%","36.7%","23.1%","22.2%","51.0%","26.8%","59.1%","86.4%","6421"
"Danny Espinosa","- - -","3267",".295","82","88.3","112.5","246","31.5%","44.3%","17.1%","38.6%","47.0%","33.0%","20.0%","20.1%","48.9%","31.0%","52.4%","78.9%","9219"
"Miguel Rojas","- - -","2036",".295","85","85.7","109.2","387","25.7%","49.6%","22.5%","27.9%","32.0%","38.1%","30.0%","20.3%","53.3%","26.5%","70.1%","92.0%","7802"
"Steve Lombardozzi","- - -","1437",".295","76","","","","","","","","","","","","","","","","1007721"
"Ron Washington","- - -","1689",".294","77","","","","","","","","","","","","","","","","1013658"
"Billy Lauder","- - -","1950",".294","77","","","","","","","","","","","","","","","","1007380"
"Johnny Rawlings","- - -","4168",".294","72","","","","","","","","","","","","","","","","1010720"
"Duane Kuiper","- - -","3754",".294","81","","","","","","","","","","","","","","","","1007207"
"Kevin Frandsen","- - -","1363",".294","79","91.8","100.3","4","44.4%","53.1%","19.4%","27.6%","36.9%","36.7%","26.3%","16.1%","58.4%","25.5%","76.7%","91.2%","7528"
"Paul Richards","- - -","1602",".294","70","","","","","","","","","","","","","","","","1010918"
"Tim Blackwell","- - -","1225",".294","75","","","","","","","","","","","","","","","","1001022"
"Don Zimmer","- - -","3593",".294","76","","","","","","","","","","","","","","","","1014442"
"Brickyard Kennedy","- - -","1332",".294","69","","","","","","","","","","","","","","","","1006836"
"Pat Borders","- - -","3499",".294","76","","","","","48.3%","20.8%","30.9%","54.1%","24.9%","21.1%","23.2%","56.2%","20.5%","","","1068"
"Jack Wilson","- - -","5339",".294","75","","","0","","43.9%","20.3%","35.9%","40.6%","30.9%","28.6%","19.0%","61.6%","19.4%","73.4%","90.9%","1017"
"Jimmy Knowles","- - -","1481",".294","93","","","","","","","","","","","","","","","","1007059"
"George Bechtel","- - -","1062",".294","99","","","","","","","","","","","","","","","","1000737"
"Michael A. Taylor","Nationals","1804",".294","79","88.4","112.7","397","36.5%","46.0%","21.2%","32.7%","45.1%","32.6%","22.4%","18.4%","49.1%","32.5%","46.7%","77.6%","11489"
"John Hatfield","Mutuals","1034",".294","99","","","","","","","","","","","","","","","","1005491"
"Irv Hall","Athletics","2052",".294","74","","","","","","","","","","","","","","","","1005251"
"Pop Corkhill","- - -","4614",".294","89","","","","","","","","","","","","","","","","1002629"
"Pete Suder","Athletics","5473",".294","67","","","","","","","","","","","","","","","","1012669"
"Ed Busch","Athletics","1000",".294","74","","","","","","","","","","","","","","","","1001747"
"Joe Bush","- - -","1316",".294","68","","","","","","","","","","","","","","","","1001754"
"Gerald Young","- - -","2083",".294","87","","","","","","","","","","","","","","","","1014376"
"Jimmy Cooney","- - -","1722",".294","64","","","","","","","","","","","","","","","","1002587"
"Andy Etchebarren","- - -","2934",".294","87","","","","","","","","","","","","","","","","1003845"
"Jim Holdsworth","- - -","1489",".294","106","","","","","","","","","","","","","","","","1005945"
"Harry Chiti","- - -","1649",".294","73","","","","","","","","","","","","","","","","1002198"
"Jeremy Reed","- - -","1376",".294","78","","","0","","50.4%","18.1%","31.5%","37.7%","34.9%","27.4%","16.4%","59.0%","24.6%","72.9%","90.0%","4730"
"Mike Aviles","- - -","3234",".294","79","85.9","108.2","128","26.9%","44.6%","19.0%","36.4%","36.4%","36.0%","27.6%","20.9%","55.8%","23.3%","72.5%","91.2%","5986"
"Donnie Hill","- - -","2551",".294","82","","","","","","","","","","","","","","","","1005811"
"Ivy Olson","- - -","6630",".294","73","","","","","","","","","","","","","","","","1009793"
"Johnny Edwards","- - -","5132",".294","82","","","","","","","","","","","","","","","","1003689"
"Everett Mills","- - -","1538",".293","99","","","","","","","","","","","","","","","","1008956"
"Dick Brown","- - -","2030",".293","80","","","","","","","","","","","","","","","","1001510"
"Bill Mazeroski","Pirates","8379",".293","82","","","","","","","","","","","","","","","","1008316"
"Cheslor Cuthbert","- - -","1161",".293","80","88.6","113.4","300","35.4%","45.3%","17.7%","37.0%","40.8%","33.3%","25.9%","19.1%","49.2%","31.7%","56.3%","86.1%","10473"
"George Strickland","- - -","3266",".293","73","","","","","","","","","","","","","","","","1012615"
"Art Kruger","- - -","1353",".293","78","","","","","","","","","","","","","","","","1007180"
"Bobby Young","- - -","2719",".293","68","","","","","","","","","","","","","","","","1014364"
"Bucky Walters","- - -","2149",".293","65","","","","","","","","","","","","","","","","1013583"
"Jose Macias","- - -","1789",".293","74","","","","","47.8%","22.8%","29.4%","42.9%","28.4%","28.7%","21.8%","61.6%","16.6%","","","476"
"Rusty Peters","- - -","1347",".293","69","","","","","","","","","","","","","","","","1010239"
"Willie Bloomquist","- - -","3136",".293","78","85.9","101.3","9","16.1%","48.3%","21.7%","30.0%","28.1%","36.3%","35.6%","20.1%","60.1%","19.8%","71.8%","91.5%","1066"
"Joey Amalfitano","- - -","1937",".293","81","","","","","","","","","","","","","","","","1000204"
"Ed Sweeney","- - -","2119",".293","74","","","","","","","","","","","","","","","","1012776"
"Zoilo Versalles","- - -","5578",".293","82","","","","","","","","","","","","","","","","1013417"
"Hobie Landrith","- - -","2227",".293","74","","","","","","","","","","","","","","","","1007300"
"Fred Marsh","- - -","1378",".293","69","","","","","","","","","","","","","","","","1008139"
"Rob Wilfong","- - -","3015",".293","77","","","","","","","","","","","","","","","","1013943"
"Clay Dalrymple","- - -","3532",".293","84","","","","","","","","","","","","","","","","1002950"
"Mike Hershberger","- - -","3983",".293","86","","","","","","","","","","","","","","","","1005740"
"Rene Gonzales","- - -","1756",".293","78","","","","","","","","","","","","","","","","1004844"
"Bill McClellan","- - -","3486",".293","94","","","","","","","","","","","","","","","","1008391"
"Leonys Martin","- - -","2792",".293","80","87.9","112.9","358","32.5%","46.3%","19.2%","34.5%","43.0%","33.5%","23.5%","21.3%","50.8%","27.9%","53.4%","84.3%","11846"
"Cub Stricker","- - -","5083",".293","84","","","","","","","","","","","","","","","","1012613"
"Clint Barmes","- - -","4167",".293","71","83.7","103.8","24","15.5%","32.7%","21.1%","46.3%","42.1%","33.0%","24.9%","21.5%","56.7%","21.8%","65.0%","86.6%","1830"
"Mackey Sasser","- - -","1267",".293","83","","","","","","","","","","","","","","","","1011452"
"Felix Pie","- - -","1082",".293","73","","","0","","49.1%","18.5%","32.5%","42.6%","33.2%","24.2%","23.0%","54.2%","22.8%","68.4%","91.6%","3751"
"Steve Yeager","- - -","4015",".293","82","","","","","","","","","","","","","","","","1014332"
"Eddie Grant","- - -","3758",".293","79","","","","","","","","","","","","","","","","1004946"
"Mike Mordecai","- - -","1512",".293","70","","","","","51.2%","15.4%","33.5%","40.9%","23.4%","35.8%","20.8%","62.0%","17.2%","","","1385"
"Rusty Torres","- - -","1523",".293","83","","","","","","","","","","","","","","","","1013137"
"Ben Revere","- - -","3343",".293","82","83.2","111.4","163","14.5%","61.3%","21.7%","17.0%","30.6%","41.9%","27.5%","22.8%","59.3%","17.9%","81.6%","95.9%","4712"
"Walter Johnson","Senators","2517",".293","74","","","","","","","","","","","","","","","","1006511"
"Boze Berger","- - -","1266",".293","59","","","","","","","","","","","","","","","","1000868"
"Brad Komminsk","- - -","1119",".293","78","","","","","","","","","","","","","","","","1007092"
"Mike Squires","White Sox","1779",".293","78","","","","","","","","","","","","","","","","1012371"
"Jeff Branson","- - -","1720",".293","73","","","","","","","","","","","","","","","","1001355"
"Tom Jones","- - -","4289",".292","90","","","","","","","","","","","","","","","","1006599"
"Nick Punto","- - -","3734",".292","77","","","0","","47.1%","21.5%","31.4%","30.6%","34.7%","34.7%","17.4%","62.4%","20.1%","79.5%","91.8%","1429"
"John Moses","- - -","1910",".292","75","","","","","","","","","","","","","","","","1009243"
"Jim Pendleton","- - -","1007",".292","74","","","","","","","","","","","","","","","","1010156"
"Peter Bourjos","- - -","2334",".292","84","86.9","112.7","177","29.1%","50.2%","15.9%","33.9%","39.0%","37.5%","23.5%","23.2%","52.4%","24.5%","51.2%","84.5%","2578"
"Anthony Gose","- - -","1252",".292","81","88.4","110.3","121","30.6%","56.5%","20.3%","23.2%","34.4%","33.5%","32.0%","18.2%","56.8%","25.0%","49.0%","83.7%","5097"
"Whitey Alperman","Superbas","1758",".292","89","","","","","","","","","","","","","","","","1000180"
"Hank Conger","- - -","1134",".292","86","88.5","107.8","74","32.7%","39.1%","18.2%","42.7%","50.9%","29.6%","19.5%","18.0%","53.8%","28.2%","60.5%","83.0%","2505"
"Barry McCormick","- - -","4029",".292","75","","","","","","","","","","","","","","","","1008410"
"Omar Moreno","- - -","5481",".292","78","","","","","","","","","","","","","","","","1009167"
"Ehire Adrianza","- - -","1220",".292","82","85.5","107.1","203","25.8%","40.4%","23.2%","36.4%","42.0%","33.9%","24.0%","20.5%","50.9%","28.6%","66.9%","90.3%","8418"
"Bill Crowley","- - -","2159",".292","102","","","","","","","","","","","","","","","","1002826"
"Rick Cerone","- - -","4504",".292","78","","","","","","","","","","","","","","","","1002105"
"Marvell Wynne","- - -","2937",".292","81","","","","","","","","","","","","","","","","1014312"
"Yuniesky Betancourt","- - -","4278",".292","77","","","0","","41.7%","18.1%","40.2%","44.5%","34.0%","21.5%","18.8%","56.5%","24.7%","74.4%","92.8%","8585"
"Neifi Perez","- - -","5510",".292","58","","","0","","42.7%","21.7%","35.6%","43.8%","27.6%","28.7%","16.8%","63.7%","19.5%","50.0%","100.0%","620"
"Guillermo Heredia","- - -","1137",".292","84","85.4","108.5","212","25.8%","44.1%","21.3%","34.7%","38.3%","33.9%","27.7%","23.6%","52.7%","23.7%","63.2%","88.6%","18721"
"Steve Nicosia","- - -","1044",".292","79","","","","","","","","","","","","","","","","1009575"
"Rube Walker","- - -","1758",".292","66","","","","","","","","","","","","","","","","1013532"
"Bobby Brown","- - -","1393",".292","80","","","","","","","","","","","","","","","","1001497"
"Gerald Laird","- - -","2734",".292","73","64.7","80.6","0","0.0%","39.2%","17.6%","43.3%","43.7%","31.6%","24.7%","18.9%","55.7%","25.4%","66.4%","88.2%","1698"
"Denny Hocking","- - -","2632",".292","68","","","","","48.6%","21.1%","30.3%","40.6%","26.8%","32.6%","12.7%","67.5%","19.8%","","","730"
"Simon Nicholls","- - -","1267",".292","89","","","","","","","","","","","","","","","","1009571"
"Larvell Blanks","- - -","1953",".292","76","","","","","","","","","","","","","","","","1001051"
